box_id,box_type,box_name_ja,jfct_code,jfct_group_no,jfct_group_ja,residual_q,n_records,n_source_A,n_source_B,n_source_C,n_layer_A,n_layer_B,n_layer_C,energy_kcal_n,energy_kcal_mean,energy_kcal_sd,protein_g_n,protein_g_mean,protein_g_sd,fat_g_n,fat_g_mean,fat_g_sd,carbohydrate_g_n,carbohydrate_g_mean,carbohydrate_g_sd,salt_equiv_g_n,salt_equiv_g_mean,salt_equiv_g_sd
08016,P,（しめじ類） ぶなしめじ 生,08016,8,きのこ類,0,3,0,2,1,3,0,0,1,17.0,,1,2.7,,1,0.5,,1,4.8,,1,0.0,
08020,P,なめこ 株採り 生,08020,8,きのこ類,0,3,0,3,0,3,0,0,0,,,0,,,0,,,0,,,0,,
08025,P,（ひらたけ類） エリンギ 生,08025,8,きのこ類,0,3,0,2,1,3,0,0,1,21.0,,1,3.2,,1,0.5,,1,6.5,,1,0.0,
08026,P,（ひらたけ類） ひらたけ 生,08026,8,きのこ類,0,4,0,3,1,4,0,0,3,13.29,4.44,3,1.8,0.61,3,0.27,0.21,3,4.2,1.33,3,0.01,0.01
08028,P,まいたけ 生,08028,8,きのこ類,0,1,0,1,0,1,0,0,0,,,0,,,0,,,0,,,0,,
08031,P,マッシュルーム 生,08031,8,きのこ類,0,5,0,5,0,5,0,0,1,31.0,,1,3.3,,1,0.5,,1,4.4,,1,0.02,
08033,P,マッシュルーム 水煮缶詰,08033,8,きのこ類,0,3,0,1,2,3,0,0,3,16.33,4.04,3,2.93,0.42,3,0.23,0.15,3,3.27,0.55,3,0.9,0.1
08039,P,しいたけ 生しいたけ 菌床栽培 生,08039,8,きのこ類,0,11,0,8,3,11,0,0,4,21.0,2.71,4,2.7,0.73,4,0.3,0.0,4,6.2,0.34,4,0.0,0.01
09004,P,あまのり 焼きのり,09004,9,藻類,0,33,19,14,0,33,0,0,33,207.93,51.5,33,39.19,7.85,33,4.23,1.59,33,44.02,10.05,33,1.72,0.85
09005,P,あまのり 味付けのり,09005,9,藻類,0,21,16,5,0,21,0,0,21,367.81,91.49,21,30.29,6.09,21,9.48,13.57,21,45.31,17.32,21,6.4,5.95
09017,P,（こんぶ類） まこんぶ 素干し 乾,09017,9,藻類,0,9,5,4,0,9,0,0,9,140.3,11.96,9,6.88,2.73,9,1.89,0.66,9,58.27,7.6,9,7.17,1.52
09020,P,（こんぶ類） 刻み昆布,09020,9,藻類,0,1,1,0,0,1,0,0,1,115.62,,1,7.19,,1,0.62,,1,48.75,,1,9.06,
09021,P,（こんぶ類） 削り昆布,09021,9,藻類,0,6,5,1,0,6,0,0,6,186.67,7.3,6,3.69,0.8,6,1.82,0.59,6,52.73,1.32,6,5.71,0.14
09022,P,（こんぶ類） 塩昆布,09022,9,藻類,0,5,5,0,0,5,0,0,5,234.48,9.27,5,23.64,7.28,5,0.69,0.26,5,41.32,7.38,5,16.13,2.97
09023,P,（こんぶ類） つくだ煮,09023,9,藻類,0,33,18,14,1,1,32,0,32,199.23,31.69,32,8.22,7.4,32,0.84,0.82,32,42.81,4.5,32,8.08,4.08
09026,P,てんぐさ ところてん,09026,9,藻類,0,7,4,3,0,7,0,0,7,13.58,6.57,7,0.39,0.24,7,0.0,0.0,7,3.27,1.84,7,1.01,0.46
09027,P,てんぐさ 角寒天,09027,9,藻類,0,2,1,0,1,2,0,0,2,82.5,102.53,2,1.75,1.06,2,0.0,0.0,2,75.25,1.77,2,0.32,0.25
09032,P,ひとえぐさ 素干し,09032,9,藻類,0,4,1,1,2,4,0,0,4,137.92,9.75,4,15.82,8.11,4,1.25,0.88,4,50.74,12.76,4,8.93,2.07
09033,P,ひとえぐさ つくだ煮,09033,9,藻類,0,1,1,0,0,1,0,0,1,169.0,,1,4.7,,1,0.2,,1,37.1,,1,6.2,
09038,P,（もずく類） もずく 塩蔵 塩抜き,09038,9,藻類,0,35,27,8,0,35,0,0,35,30.55,20.7,35,0.56,0.42,35,0.01,0.03,35,7.31,4.64,35,1.55,0.68
09044,P,わかめ カットわかめ 乾,09044,9,藻類,0,16,6,9,1,16,0,0,16,149.22,19.02,16,19.87,1.63,16,5.13,0.67,16,41.01,3.07,16,22.12,4.44
09045,P,わかめ 湯通し塩蔵わかめ 塩抜き 生,09045,9,藻類,0,9,6,3,0,9,0,0,9,37.78,10.0,9,5.03,1.27,9,1.12,0.58,9,10.93,2.7,9,31.37,7.51
09046,P,わかめ くきわかめ 湯通し塩蔵 塩抜き,09046,9,藻類,0,11,3,6,2,11,0,0,11,96.98,22.51,11,2.39,0.47,11,0.35,0.19,11,23.19,5.41,11,10.72,10.78
09047,P,わかめ めかぶわかめ 生,09047,9,藻類,0,27,12,15,0,27,0,0,27,29.44,43.82,27,1.6,1.98,27,0.59,0.79,27,6.33,10.46,27,2.39,2.69
09049,P,てんぐさ 粉寒天,09049,9,藻類,0,5,3,2,0,5,0,0,5,72.0,155.43,5,0.0,0.0,5,0.0,0.0,5,84.1,7.53,5,0.43,0.16
09050,P,ひじき ほしひじき ステンレス釜 乾,09050,9,藻類,0,19,9,7,3,19,0,0,19,160.23,21.12,19,10.46,2.41,19,2.52,0.65,19,62.03,3.87,19,3.45,0.67
09051,P,ひじき ほしひじき ステンレス釜 ゆで,09051,9,藻類,0,7,7,0,0,7,0,0,7,15.79,1.35,7,1.16,0.21,7,0.34,0.11,7,5.94,0.24,7,0.18,0.03
10006,P,＜魚類＞ （あじ類） まあじ 開き干し 生,10006,10,魚介類,0,14,13,1,0,14,0,0,14,182.92,14.79,14,19.16,1.45,14,11.73,1.53,14,0.2,0.67,14,1.42,0.29
10035,P,＜魚類＞ いかなご つくだ煮,10035,10,魚介類,0,17,15,2,0,17,0,0,17,363.88,118.6,17,23.4,5.72,17,15.2,14.19,17,33.44,9.65,17,3.82,2.74
10043,P,＜魚類＞ （いわし類） うるめいわし 丸干し,10043,10,魚介類,0,2,1,1,0,2,0,0,2,320.31,6.63,2,64.38,0.88,2,6.72,0.23,2,0.88,0.53,2,7.18,1.32
10045,P,＜魚類＞ （いわし類） かたくちいわし 煮干し,10045,10,魚介類,0,9,5,4,0,9,0,0,9,309.21,12.62,9,66.93,2.1,9,4.52,1.19,9,0.19,0.36,9,4.54,1.55
10046,P,＜魚類＞ （いわし類） かたくちいわし 田作り,10046,10,魚介類,0,11,10,1,0,11,0,0,11,368.73,42.64,11,41.97,17.4,11,6.97,5.13,11,34.34,21.48,11,3.85,1.24
10047,P,＜魚類＞ （いわし類） まいわし 生,10047,10,魚介類,0,1,1,0,0,0,1,0,1,149.33,,1,20.4,,1,7.47,,1,0.2,,1,0.33,
10055,P,＜魚類＞ （いわし類） しらす干し 微乾燥品,10055,10,魚介類,0,12,12,0,0,12,0,0,12,121.33,5.91,12,24.87,1.28,12,2.3,0.16,12,0.07,0.23,9,2.77,1.3
10056,P,＜魚類＞ （いわし類） しらす干し 半乾燥品,10056,10,魚介類,0,10,6,4,0,10,0,0,10,206.95,24.62,10,44.42,4.96,10,3.17,0.57,10,0.06,0.13,10,4.82,1.34
10060,P,＜魚類＞ （いわし類） 缶詰 水煮,10060,10,魚介類,0,1,0,0,1,1,0,0,1,126.0,,1,15.9,,1,6.9,,1,0.2,,1,0.9,
10062,P,＜魚類＞ （いわし類） 缶詰 トマト漬,10062,10,魚介類,0,1,0,0,1,1,0,0,1,205.0,,1,15.5,,1,13.4,,1,5.6,,1,1.3,
10063,P,＜魚類＞ （いわし類） 缶詰 油漬,10063,10,魚介類,0,1,0,0,1,1,0,0,1,260.0,,1,16.0,,1,22.0,,1,0.4,,1,2.1,
10064,P,＜魚類＞ （いわし類） 缶詰 かば焼,10064,10,魚介類,0,12,4,1,7,10,2,0,12,219.47,58.33,12,14.6,2.61,12,14.79,6.67,12,7.14,4.82,11,1.36,0.54
10070,P,＜魚類＞ うなぎ かば焼,10070,10,魚介類,0,68,65,2,1,68,0,0,66,288.26,27.23,66,19.64,2.72,66,19.49,3.43,66,8.55,4.14,66,1.53,0.4
10086,P,＜魚類＞ （かつお類） かつお 春獲り 生,10086,10,魚介類,0,9,6,3,0,0,9,0,6,135.83,11.89,6,28.28,1.54,6,2.55,1.14,6,0.0,0.0,6,0.22,0.08
10092,P,＜魚類＞ （かつお類） 加工品 削り節,10092,10,魚介類,0,22,11,11,0,22,0,0,22,342.48,18.98,22,77.04,3.03,22,4.05,1.58,22,0.41,0.62,22,1.26,0.84
10097,P,＜魚類＞ （かつお類） 缶詰 油漬 フレーク,10097,10,魚介類,0,14,2,4,8,14,0,0,14,253.1,63.68,14,16.76,2.89,14,20.23,7.41,14,0.73,0.99,13,0.83,0.21
10100,P,＜魚類＞ （かれい類） まがれい 生,10100,10,魚介類,0,1,0,0,1,1,0,0,0,,,0,,,0,,,0,,,0,,
10129,P,＜魚類＞ （さけ・ます類） からふとます 水煮缶詰,10129,10,魚介類,0,1,0,1,0,1,0,0,1,155.71,,1,10.5,,1,12.5,,1,0.71,,1,1.21,
10130,P,＜魚類＞ （さけ・ます類） ぎんざけ 養殖 生,10130,10,魚介類,0,2,2,0,0,2,0,0,0,,,0,,,0,,,0,,,0,,
10131,P,＜魚類＞ （さけ・ます類） ぎんざけ 養殖 焼き,10131,10,魚介類,0,1,1,0,0,1,0,0,1,226.0,,1,24.0,,1,14.4,,1,0.0,,1,1.2,
10136,P,＜魚類＞ （さけ・ます類） しろさけ 焼き,10136,10,魚介類,0,1,1,0,0,1,0,0,1,117.65,,1,24.12,,1,2.35,,1,0.0,,1,1.18,
10139,P,＜魚類＞ （さけ・ます類） しろさけ 塩ざけ,10139,10,魚介類,0,17,16,1,0,17,0,0,17,177.02,54.49,17,18.58,2.02,17,11.36,6.46,17,0.1,0.21,17,1.76,0.4
10140,P,＜魚類＞ （さけ・ます類） しろさけ イクラ,10140,10,魚介類,0,7,6,1,0,7,0,0,7,224.76,36.27,7,26.94,5.4,7,11.55,2.33,7,3.11,1.59,7,1.93,0.64
10141,P,＜魚類＞ （さけ・ます類） しろさけ すじこ,10141,10,魚介類,0,2,1,1,0,2,0,0,2,258.5,2.12,2,26.25,3.89,2,13.25,1.06,2,9.75,3.89,2,5.3,0.42
10143,P,＜魚類＞ （さけ・ます類） しろさけ 水煮缶詰,10143,10,魚介類,0,17,7,9,1,0,17,0,17,198.62,54.02,17,22.53,2.7,17,10.03,5.93,17,5.1,4.69,17,3.69,1.51
10144,P,＜魚類＞ （さけ・ます類） たいせいようさけ 養殖 皮つき 生,10144,10,魚介類,0,3,0,3,0,0,3,0,0,,,0,,,0,,,0,,,0,,
10146,P,＜魚類＞ （さけ・ます類） にじます 海面養殖 皮つき 生,10146,10,魚介類,0,10,6,4,0,10,0,0,5,173.8,31.58,5,18.44,5.27,5,9.76,1.8,5,2.9,3.26,5,2.02,1.0
10150,P,＜魚類＞ （さけ・ます類） べにざけ 焼き,10150,10,魚介類,0,1,1,0,0,1,0,0,1,122.5,,1,26.25,,1,2.0,,1,0.0,,1,1.75,
10151,P,＜魚類＞ （さけ・ます類） べにざけ くん製,10151,10,魚介類,0,11,6,5,0,11,0,0,11,163.34,43.16,11,22.15,1.26,11,8.14,5.09,11,0.25,0.31,11,2.33,0.49
10154,P,＜魚類＞ （さば類） まさば 生,10154,10,魚介類,0,2,1,1,0,2,0,0,2,266.23,39.27,2,16.94,0.23,2,20.89,8.22,2,4.74,6.14,2,1.32,1.17
10156,P,＜魚類＞ （さば類） まさば 焼き,10156,10,魚介類,0,5,3,2,0,5,0,0,5,300.01,47.34,5,18.09,2.3,5,24.03,7.77,5,3.12,6.65,5,1.28,0.33
10161,P,＜魚類＞ （さば類） 加工品 塩さば,10161,10,魚介類,0,12,5,6,1,12,0,0,12,266.42,17.45,12,19.0,8.81,12,20.86,5.54,12,0.31,0.27,12,1.26,0.41
10162,P,＜魚類＞ （さば類） 加工品 開き干し,10162,10,魚介類,0,2,2,0,0,2,0,0,2,262.0,0.0,2,15.3,0.0,2,22.3,0.0,2,0.1,0.0,2,1.4,0.0
10163,P,＜魚類＞ （さば類） 加工品 しめさば,10163,10,魚介類,0,23,18,4,1,23,0,0,22,255.94,42.88,22,16.35,1.85,22,18.64,4.6,22,5.72,2.21,22,2.13,0.34
10164,P,＜魚類＞ （さば類） 缶詰 水煮,10164,10,魚介類,0,6,4,1,1,6,0,0,6,168.3,43.69,6,15.46,0.84,6,11.83,5.15,6,0.09,0.17,6,1.01,0.15
10165,P,＜魚類＞ （さば類） 缶詰 みそ煮,10165,10,魚介類,0,30,19,6,5,30,0,0,30,248.04,41.84,30,14.48,1.78,30,17.02,4.43,30,9.24,2.13,30,1.27,0.23
10166,P,＜魚類＞ （さば類） 缶詰 味付け,10166,10,魚介類,0,14,13,1,0,14,0,0,14,285.73,54.47,14,13.63,3.38,14,22.23,6.01,14,7.93,3.32,14,1.05,0.19
10172,P,＜魚類＞ さわら 焼き,10172,10,魚介類,0,2,1,1,0,2,0,0,2,184.82,139.75,2,18.82,1.16,2,9.48,11.28,2,6.2,8.2,2,1.16,0.93
10178,P,＜魚類＞ さんま 缶詰 かば焼,10178,10,魚介類,0,3,2,1,0,3,0,0,3,198.22,27.33,3,16.46,1.45,3,11.32,2.39,3,7.59,0.16,3,1.41,0.02
10182,P,＜魚類＞ （ししゃも類） からふとししゃも 生干し 生,10182,10,魚介類,0,12,9,3,0,12,0,0,12,181.83,15.73,12,16.09,0.59,12,12.72,1.92,12,0.74,0.2,12,1.22,0.34
10183,P,＜魚類＞ （ししゃも類） からふとししゃも 生干し 焼き,10183,10,魚介類,0,3,2,1,0,3,0,0,3,346.67,2.89,3,26.38,1.07,3,4.94,3.02,3,49.59,4.35,3,1.71,0.37
10199,P,＜魚類＞ （たら類） すけとうだら 生,10199,10,魚介類,0,4,2,2,0,4,0,0,4,79.5,13.7,4,19.0,3.33,4,0.78,0.26,4,0.05,0.06,3,0.4,0.17
10202,P,＜魚類＞ （たら類） すけとうだら たらこ 生,10202,10,魚介類,0,8,8,0,0,8,0,0,8,115.25,14.18,8,20.8,2.04,8,2.79,0.51,8,1.7,0.77,8,4.61,0.98
10204,P,＜魚類＞ （たら類） すけとうだら からしめんたいこ,10204,10,魚介類,0,17,14,3,0,17,0,0,17,119.93,11.65,17,18.55,4.88,17,2.76,0.58,17,5.26,3.81,17,4.74,1.06
10224,P,＜魚類＞ にしん かずのこ 塩蔵 水戻し,10224,10,魚介類,0,48,48,0,0,20,28,0,48,95.4,14.58,48,16.08,2.18,48,2.31,0.38,48,2.63,3.33,48,13.18,8.19
10235,P,＜魚類＞ ひらめ 養殖 皮つき 生,10235,10,魚介類,0,3,0,3,0,3,0,0,0,,,0,,,0,,,0,,,0,,
10242,P,＜魚類＞ ぶり 成魚 焼き,10242,10,魚介類,0,1,0,0,1,0,1,0,1,223.0,,1,15.6,,1,12.2,,1,10.6,,1,1.8,
10248,P,＜魚類＞ ほっけ 開き干し 生,10248,10,魚介類,0,5,3,2,0,5,0,0,5,151.04,26.25,5,17.84,2.88,5,8.75,4.02,5,0.47,0.71,5,1.42,0.45
10252,P,＜魚類＞ （まぐろ類） きはだ 生,10252,10,魚介類,0,28,25,3,0,2,26,0,26,129.96,33.19,26,19.35,3.4,26,4.0,4.21,26,4.13,3.17,26,1.8,0.83
10260,P,＜魚類＞ （まぐろ類） 缶詰 水煮 フレーク ライト,10260,10,魚介類,0,21,10,4,7,17,4,0,20,78.08,13.58,20,17.28,1.99,20,0.82,1.26,20,0.38,0.93,20,0.84,0.2
10262,P,＜魚類＞ （まぐろ類） 缶詰 味付け フレーク,10262,10,魚介類,0,1,1,0,0,1,0,0,1,88.0,,1,20.0,,1,0.8,,1,0.0,,1,0.8,
10263,P,＜魚類＞ （まぐろ類） 缶詰 油漬 フレーク ライト,10263,10,魚介類,0,13,4,2,7,13,0,0,12,263.28,31.14,12,17.19,1.91,12,21.45,3.93,12,0.5,0.88,12,0.9,0.25
10277,P,＜魚類＞ わかさぎ つくだ煮,10277,10,魚介類,0,3,1,2,0,3,0,0,3,308.5,39.74,3,20.79,3.8,3,3.22,2.34,3,49.43,2.13,3,3.06,0.82
10281,P,＜貝類＞ あさり 生,10281,10,魚介類,0,12,0,8,4,12,0,0,12,56.17,19.5,12,8.28,2.13,12,0.67,0.3,12,4.18,3.48,12,1.38,0.75
10282,P,＜貝類＞ あさり つくだ煮,10282,10,魚介類,0,1,1,0,0,1,0,0,1,238.67,,1,14.27,,1,1.2,,1,42.67,,1,4.53,
10292,P,＜貝類＞ かき 養殖 生,10292,10,魚介類,0,6,6,0,0,6,0,0,0,,,0,,,0,,,0,,,0,,
10293,P,＜貝類＞ かき 養殖 水煮,10293,10,魚介類,0,3,3,0,0,3,0,0,3,85.0,13.86,3,8.6,1.21,3,2.33,0.23,3,7.37,1.67,3,0.73,0.06
10297,P,＜貝類＞ しじみ 生,10297,10,魚介類,0,4,4,0,0,4,0,0,0,,,0,,,0,,,0,,,0,,
10313,P,＜貝類＞ ほたてがい 貝柱 生,10313,10,魚介類,0,1,1,0,0,1,0,0,0,,,0,,,0,,,0,,,0,,
10315,P,＜貝類＞ ほたてがい 貝柱 水煮缶詰,10315,10,魚介類,0,2,2,0,0,2,0,0,2,95.35,0.0,2,18.37,0.0,2,0.47,0.0,2,4.19,0.0,2,0.93,0.0
10325,P,＜えび・かに類＞ （えび類） さくらえび 素干し,10325,10,魚介類,0,9,3,3,3,9,0,0,9,291.27,34.4,9,61.69,7.63,9,4.24,1.04,9,1.05,1.21,9,3.32,0.59
10329,P,＜えび・かに類＞ （えび類） ブラックタイガー 養殖 生,10329,10,魚介類,0,7,7,0,0,7,0,0,1,80.0,,1,18.57,,1,0.57,,1,0.0,,1,0.71,
10336,P,＜えび・かに類＞ （かに類） ずわいがに ゆで,10336,10,魚介類,0,5,0,5,0,5,0,0,5,72.0,0.0,5,16.9,0.0,5,0.5,0.0,5,0.0,0.0,5,1.2,0.0
10337,P,＜えび・かに類＞ （かに類） ずわいがに 水煮缶詰,10337,10,魚介類,0,1,0,0,1,0,1,0,1,82.0,,1,17.9,,1,0.7,,1,1.0,,1,1.4,
10345,P,＜いか・たこ類＞ （いか類） するめいか 生,10345,10,魚介類,0,4,3,1,0,4,0,0,2,102.5,41.72,2,12.52,6.2,2,5.16,6.46,2,2.4,3.39,2,0.94,0.19
10353,P,＜いか・たこ類＞ （いか類） 加工品 するめ,10353,10,魚介類,0,15,15,0,0,2,13,0,15,317.32,16.0,15,68.54,7.92,15,4.06,0.83,15,1.62,5.04,15,3.52,1.13
10354,P,＜いか・たこ類＞ （いか類） 加工品 さきいか,10354,10,魚介類,0,29,3,25,1,29,0,0,29,287.62,48.52,29,40.47,15.12,29,2.36,2.87,29,26.01,9.85,29,4.98,1.23
10357,P,＜いか・たこ類＞ （いか類） 加工品 いかあられ,10357,10,魚介類,0,4,4,0,0,4,0,0,4,415.62,36.75,4,8.36,0.94,4,8.54,5.1,4,77.22,2.19,4,1.6,0.56
10359,P,＜いか・たこ類＞ （いか類） 加工品 味付け缶詰,10359,10,魚介類,0,1,0,0,1,1,0,0,1,82.11,,1,7.0,,1,0.21,,1,13.11,,1,1.89,
10362,P,＜いか・たこ類＞ （たこ類） まだこ ゆで,10362,10,魚介類,0,14,8,1,5,14,0,0,14,86.79,12.91,14,16.45,3.6,14,0.59,0.34,14,3.64,3.13,14,1.89,0.78
10370,P,＜その他＞ くらげ 塩蔵 塩抜き,10370,10,魚介類,0,5,3,1,1,5,0,0,5,125.78,64.35,5,5.46,2.43,5,4.6,3.03,5,15.68,8.43,5,8.08,8.96
10376,P,＜水産練り製品＞ かに風味かまぼこ,10376,10,魚介類,0,21,10,10,1,21,0,0,21,100.39,36.3,21,9.97,1.1,21,1.88,3.08,21,11.02,2.98,21,2.01,0.29
10379,P,＜水産練り製品＞ 蒸しかまぼこ,10379,10,魚介類,0,35,35,0,0,35,0,0,33,116.95,37.41,33,10.83,2.57,33,3.08,3.62,33,11.39,4.09,33,2.01,0.2
10380,P,＜水産練り製品＞ 焼き抜きかまぼこ,10380,10,魚介類,0,12,8,4,0,12,0,0,12,98.4,17.16,12,11.7,1.45,12,0.8,1.42,12,11.14,1.79,12,2.34,0.32
10381,P,＜水産練り製品＞ 焼き竹輪,10381,10,魚介類,0,16,7,9,0,16,0,0,16,118.52,19.61,16,11.78,1.58,16,1.44,2.03,16,14.57,3.69,16,2.32,0.29
10382,P,＜水産練り製品＞ だて巻,10382,10,魚介類,0,13,13,0,0,13,0,0,13,213.58,24.1,13,10.08,1.26,13,7.05,1.96,13,27.32,4.43,13,0.85,0.22
10383,P,＜水産練り製品＞ つみれ,10383,10,魚介類,0,11,2,9,0,11,0,0,11,193.21,38.87,11,9.35,1.43,11,11.52,4.18,11,13.07,3.96,11,1.42,0.45
10384,P,＜水産練り製品＞ なると,10384,10,魚介類,0,6,3,1,2,6,0,0,5,105.77,15.74,5,10.01,2.81,5,1.66,1.38,5,12.66,2.79,5,2.14,0.19
10386,P,＜水産練り製品＞ さつま揚げ,10386,10,魚介類,0,23,20,2,1,23,0,0,23,149.31,30.92,23,10.19,2.37,23,5.19,2.8,23,15.45,3.22,23,1.99,0.47
10388,P,＜水産練り製品＞ 魚肉ソーセージ,10388,10,魚介類,0,11,4,7,0,11,0,0,10,161.16,62.64,10,11.13,4.17,10,4.69,2.88,10,18.81,14.41,10,2.09,1.09
10390,P,＜魚類＞ （あじ類） まあじ 皮つき フライ,10390,10,魚介類,0,7,3,2,2,7,0,0,7,214.74,90.81,7,13.33,1.7,7,9.55,10.3,7,18.37,2.28,7,0.68,0.32
10397,P,＜魚類＞ （いわし類） 缶詰 アンチョビ,10397,10,魚介類,0,1,0,0,1,1,0,0,1,176.19,,1,26.9,,1,7.14,,1,1.19,,1,16.9,
10415,P,＜えび・かに類＞ （えび類） バナメイえび 養殖 生,10415,10,魚介類,0,36,9,10,17,0,36,0,36,64.36,18.68,36,13.8,4.38,36,0.44,0.3,36,1.06,1.68,36,1.12,0.68
10419,P,＜いか・たこ類＞ （いか類） するめいか 胴 皮なし 天ぷら,10419,10,魚介類,0,6,1,1,4,6,0,0,5,244.69,161.09,5,9.86,1.46,5,11.18,11.77,5,26.45,15.02,5,1.76,0.92
10423,P,＜水産練り製品＞ 黒はんぺん,10423,10,魚介類,0,12,2,10,0,12,0,0,12,106.9,14.7,12,6.11,1.29,12,3.14,2.59,12,13.73,1.5,12,1.65,0.15
10430,P,＜貝類＞ かき 養殖 フライ,10430,10,魚介類,0,11,10,1,0,11,0,0,11,140.48,15.17,11,8.35,0.56,11,2.56,0.28,11,20.99,4.08,11,0.8,0.2
10445,P,＜魚類＞ （いわし類） しらす 釜揚げしらす,10445,10,魚介類,0,7,5,2,0,7,0,0,7,102.14,9.94,7,20.9,1.84,7,1.98,0.31,7,0.0,0.0,7,2.06,0.48
11062,P,＜畜肉類＞ うし ［輸入牛肉］ かた 赤肉 生,11062,11,肉類,0,4,0,1,3,4,0,0,3,371.0,0.0,3,14.4,0.0,3,32.9,0.0,3,0.2,0.0,3,0.1,0.0
11101,P,＜畜肉類＞ うし ［副生物］ 腱 ゆで,11101,11,肉類,0,1,1,0,0,1,0,0,1,376.0,,1,22.5,,1,31.8,,1,0.0,,1,0.09,
11104,P,＜畜肉類＞ うし ［加工品］ ローストビーフ,11104,11,肉類,0,15,2,13,0,15,0,0,9,307.93,251.11,9,17.96,9.13,9,8.63,9.97,9,5.69,9.59,9,2.14,2.03
11105,P,＜畜肉類＞ うし ［加工品］ コンビーフ缶詰,11105,11,肉類,0,1,0,0,1,1,0,0,1,210.0,,1,25.3,,1,11.7,,0,,,1,1.6,
11107,P,＜畜肉類＞ うし ［加工品］ ビーフジャーキー,11107,11,肉類,0,4,1,3,0,4,0,0,4,357.5,109.05,4,33.18,7.6,4,18.64,16.49,4,14.26,7.39,4,4.62,0.97
11108,P,＜畜肉類＞ うし ［加工品］ スモークタン,11108,11,肉類,0,2,0,2,0,2,0,0,2,198.22,0.4,2,18.05,0.01,2,12.99,0.0,2,2.68,0.01,2,2.68,0.01
11130,P,＜畜肉類＞ ぶた ［大型種肉］ もも 脂身つき 生,11130,11,肉類,0,2,0,2,0,0,2,0,2,184.0,8.49,2,13.4,0.28,2,10.55,0.07,2,9.0,1.98,2,2.6,0.14
11164,P,＜畜肉類＞ ぶた ［副生物］ 舌 生,11164,11,肉類,0,1,0,0,1,1,0,0,1,221.0,,1,15.9,,1,16.3,,1,0.1,,1,0.2,
11175,P,＜畜肉類＞ ぶた ［ハム類］ ボンレスハム,11175,11,肉類,0,4,0,4,0,4,0,0,4,151.43,45.9,4,19.06,2.12,4,7.16,4.9,4,2.65,1.06,4,2.07,0.64
11176,P,＜畜肉類＞ ぶた ［ハム類］ ロースハム ロースハム,11176,11,肉類,0,20,14,6,0,20,0,0,20,134.01,34.98,20,19.31,2.13,20,5.14,4.14,20,2.74,1.47,20,2.19,0.53
11178,P,＜畜肉類＞ ぶた ［プレスハム類］ プレスハム,11178,11,肉類,0,3,0,0,3,0,3,0,3,194.42,48.44,3,12.29,0.51,3,12.46,7.32,3,8.33,5.86,3,2.02,0.67
11181,P,＜畜肉類＞ ぶた ［ハム類］ 生ハム 促成,11181,11,肉類,0,5,1,4,0,5,0,0,5,162.91,25.48,5,22.19,1.59,5,7.12,3.57,5,2.42,0.99,5,5.19,0.32
11183,P,＜畜肉類＞ ぶた ［ベーコン類］ ばらベーコン,11183,11,肉類,0,29,14,15,0,29,0,0,29,243.06,62.01,29,14.89,1.66,29,19.17,7.26,29,2.83,1.74,29,2.27,0.7
11186,P,＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ ウインナーソーセージ,11186,11,肉類,0,56,20,24,12,56,0,0,55,296.66,35.74,55,12.12,2.5,55,25.13,5.14,55,5.19,5.21,55,1.76,0.37
11188,P,＜畜肉類＞ ぶた ［ソーセージ類］ ドライソーセージ,11188,11,肉類,0,11,0,11,0,11,0,0,11,462.65,39.45,11,23.35,2.45,11,37.64,5.83,11,7.84,3.3,11,3.73,0.24
11190,P,＜畜肉類＞ ぶた ［ソーセージ類］ ボロニアソーセージ,11190,11,肉類,0,5,1,4,0,5,0,0,5,305.07,33.39,5,11.64,1.29,5,27.05,4.43,5,3.83,2.81,5,1.87,0.43
11195,P,＜畜肉類＞ ぶた ［その他］ 焼き豚,11195,11,肉類,0,13,4,9,0,13,0,0,13,205.97,87.52,13,15.66,5.4,13,13.44,9.89,13,5.72,1.91,13,2.14,0.77
11198,P,＜畜肉類＞ ぶた ［その他］ ゼラチン,11198,11,肉類,0,1,1,0,0,1,0,0,1,366.67,,1,90.0,,1,0.0,,1,0.0,,1,1.0,
11208,P,＜鳥肉類＞ かも まがも 肉 皮なし 生,11208,11,肉類,0,1,0,0,1,1,0,0,1,210.0,,1,21.9,,1,13.6,,1,0.0,,1,3.0,
11218,P,＜鳥肉類＞ にわとり ［若どり・主品目］ 手羽 皮つき 生,11218,11,肉類,0,1,0,0,1,1,0,0,1,206.0,,1,16.9,,1,13.7,,1,1.4,,1,0.4,
11219,P,＜鳥肉類＞ にわとり ［若どり・主品目］ むね 皮つき 生,11219,11,肉類,0,1,0,0,1,1,0,0,1,145.0,,1,21.3,,1,5.9,,1,0.1,,0,,
11221,P,＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮つき 生,11221,11,肉類,0,1,0,0,1,1,0,0,1,204.0,,1,16.6,,1,14.2,,1,0.0,,1,0.2,
11222,P,＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮つき 焼き,11222,11,肉類,0,11,9,1,1,0,11,0,10,177.09,32.53,10,18.8,2.43,10,8.99,3.41,10,5.21,3.49,10,1.51,0.33
