box_id,box_type,box_name_ja,jfct_code,jfct_group_no,jfct_group_ja,residual_q,n_records,n_source_A,n_source_B,n_source_C,n_layer_A,n_layer_B,n_layer_C,energy_kcal_n,energy_kcal_mean,energy_kcal_sd,protein_g_n,protein_g_mean,protein_g_sd,fat_g_n,fat_g_mean,fat_g_sd,carbohydrate_g_n,carbohydrate_g_mean,carbohydrate_g_sd,salt_equiv_g_n,salt_equiv_g_mean,salt_equiv_g_sd
18032,P,和風料理 煮物類 切り干し大根の煮物,18032,18,調理済み流通食品類,0,3,1,1,1,3,0,0,3,70.15,22.19,3,2.73,0.87,3,1.41,0.93,3,12.64,3.06,3,1.39,0.2
18033,P,和風料理 煮物類 きんぴらごぼう,18033,18,調理済み流通食品類,0,4,1,3,0,4,0,0,4,105.12,52.02,4,2.84,2.03,4,2.7,3.1,4,18.76,6.79,4,1.32,0.86
18034,P,和風料理 煮物類 ぜんまいのいため煮,18034,18,調理済み流通食品類,0,1,1,0,0,1,0,0,1,88.68,,1,6.23,,1,3.58,,1,9.25,,1,1.32,
18035,P,和風料理 煮物類 筑前煮,18035,18,調理済み流通食品類,0,3,0,3,0,3,0,0,3,72.04,37.79,3,3.18,1.76,3,0.83,0.91,3,14.04,11.25,3,0.62,0.28
18036,P,和風料理 煮物類 肉じゃが,18036,18,調理済み流通食品類,0,3,0,3,0,3,0,0,3,115.0,42.3,3,3.57,0.55,3,2.53,2.41,3,19.93,14.1,3,4.03,5.34
18037,P,和風料理 煮物類 ひじきのいため煮,18037,18,調理済み流通食品類,0,8,4,3,1,8,0,0,8,92.17,27.84,8,4.87,1.39,8,2.27,2.54,8,14.84,3.53,8,1.4,0.4
18038,P,和風料理 その他 アジの南蛮漬け,18038,18,調理済み流通食品類,0,15,12,3,0,15,0,0,15,178.12,46.14,15,10.53,3.66,15,9.13,3.91,15,13.34,4.9,15,1.61,0.27
18039,P,韓国料理 和え物類 もやしのナムル,18039,18,調理済み流通食品類,0,3,1,1,1,3,0,0,3,149.78,160.48,3,6.58,7.59,3,5.69,4.89,3,18.92,24.03,3,9.73,14.1
18040,P,洋風料理 カレー類 チキンカレー,18040,18,調理済み流通食品類,0,34,3,14,17,34,0,0,32,126.19,102.51,32,3.85,2.8,32,6.86,6.92,32,12.55,10.76,32,2.53,3.2
18042,P,洋風料理 スープ類 かぼちゃのクリームスープ,18042,18,調理済み流通食品類,0,2,1,1,0,2,0,0,2,87.14,50.16,2,1.85,1.07,2,3.76,3.04,2,11.65,6.58,2,0.94,0.16
18046,P,中国料理 点心類 中華ちまき,18046,18,調理済み流通食品類,0,2,1,0,1,2,0,0,1,253.75,,1,7.12,,1,10.0,,1,33.75,,1,1.12,
18047,P,中国料理 菜類 酢豚,18047,18,調理済み流通食品類,0,2,2,0,0,2,0,0,2,211.58,13.68,2,7.05,2.63,2,9.65,0.08,2,24.1,1.01,2,1.49,0.01
18050,P,洋風料理 ハンバーグステーキ類 合いびきハンバーグ,18050,18,調理済み流通食品類,0,49,28,18,3,49,0,0,49,203.03,39.09,49,10.02,2.97,49,12.17,4.84,49,11.49,8.67,49,1.4,1.29
18052,P,洋風料理 ハンバーグステーキ類 豆腐ハンバーグ,18052,18,調理済み流通食品類,0,2,2,0,0,2,0,0,2,178.75,0.0,2,11.25,0.0,2,11.5,0.0,2,7.5,0.0,2,1.12,0.0
いかオクラ（味付け）,Q,いかオクラ（味付け）,,,,0,2,0,0,2,0,0,2,2,60.0,0.0,2,3.0,0.14,2,0.15,0.07,2,11.65,0.35,2,1.85,0.07
いか・カツ風味お菓子,Q,いか・カツ風味お菓子,,,,0,7,0,7,0,0,0,7,7,450.97,127.63,7,9.23,3.99,7,23.67,10.63,7,52.45,3.06,7,5.3,4.86
うどん類（調理済み）,Q,うどん類（調理済み）,,,,0,26,23,2,1,0,0,26,26,131.87,22.25,26,4.03,0.84,26,2.46,1.54,26,23.47,3.78,26,1.78,0.34
うま味調味料,Q,うま味調味料,,,,0,2,0,0,2,0,0,2,2,250.0,0.0,2,48.75,1.77,2,0.0,0.0,2,13.75,1.77,2,30.0,0.0
おかずセット,Q,おかずセット,,,,1,6,2,4,0,0,0,6,3,80.22,33.4,3,3.65,1.18,3,2.67,2.06,3,10.72,4.08,3,1.96,0.94
おせち惣菜,Q,おせち惣菜,,,,1,10,5,0,5,0,0,10,10,155.82,76.09,10,8.05,6.71,10,4.83,3.92,10,20.08,14.23,10,1.3,0.91
おつまみラスク,Q,おつまみラスク,,,,0,4,0,2,2,0,0,4,2,402.14,5.05,2,11.28,0.21,2,8.86,0.4,2,71.22,0.11,2,2.5,0.1
おでん,Q,おでん,,,,0,27,19,8,0,0,0,27,27,98.43,69.82,27,5.97,4.25,27,4.08,3.76,27,9.55,6.86,27,1.97,1.39
ごま団子・湯圓,Q,ごま団子・湯圓,,,,0,3,0,0,3,0,0,3,3,305.33,38.42,3,4.77,0.57,3,11.93,5.31,3,44.7,1.91,3,0.01,0.02
しょうがのオイル漬け,Q,しょうがのオイル漬け,,,,0,2,0,0,2,0,0,2,2,239.0,0.0,2,1.1,0.0,2,22.5,0.0,2,8.0,0.0,2,3.0,0.0
その他乾物,Q,その他乾物,,,,1,24,2,6,16,0,0,24,19,380.8,123.75,19,11.32,9.19,19,11.81,16.75,19,60.06,16.45,19,5.15,8.28
その他茶,Q,その他茶,,,,1,73,36,37,0,0,0,73,46,48.3,115.38,46,0.0,0.0,46,0.0,0.0,46,1.1,2.98,46,0.02,0.03
その他調味料,Q,その他調味料,,,,1,17,11,5,1,0,0,17,12,262.76,211.43,12,6.55,6.48,12,13.91,19.19,12,28.11,18.45,12,30.62,35.7
だしパック,Q,だしパック,,,,0,10,8,2,0,0,0,10,10,362.14,29.04,10,54.33,27.83,10,7.32,3.34,10,5.17,2.75,10,3.28,2.25
ちらし寿司の素,Q,ちらし寿司の素,,,,0,5,4,1,0,0,0,5,4,125.24,9.0,4,2.23,0.54,4,1.06,0.46,4,26.75,1.1,4,4.74,0.47
とうもろこし茶,Q,とうもろこし茶,,,,0,3,0,2,1,0,0,3,3,132.43,227.4,3,2.8,4.85,3,1.23,2.14,3,27.53,47.17,3,0.01,0.01
どんぶりの素,Q,どんぶりの素,,,,0,10,9,1,0,0,0,10,10,134.35,160.93,10,7.81,10.94,10,5.85,7.53,10,12.81,13.37,10,3.41,4.14
ねり梅,Q,ねり梅,,,,0,2,0,0,2,0,0,2,2,21.46,0.76,2,0.48,0.02,2,0.44,0.05,2,6.24,0.06,2,22.8,0.01
のり天系スナック菓子,Q,のり天系スナック菓子,,,,0,4,0,4,0,0,0,4,4,582.19,4.97,4,7.03,2.02,4,42.86,1.17,4,43.98,1.55,4,3.36,0.4
わらび餅・葛菓子,Q,わらび餅・葛菓子,,,,0,4,0,4,0,0,0,4,2,96.28,0.47,2,0.07,0.0,2,0.0,0.0,2,24.19,0.1,2,0.17,0.04
アイススラリー飲料,Q,アイススラリー飲料,,,,0,3,0,3,0,0,0,3,3,103.0,0.0,3,0.0,0.0,3,0.0,0.0,3,25.8,0.0,3,0.1,0.0
アクアパッツァ,Q,アクアパッツァ,,,,0,4,0,4,0,0,0,4,4,79.5,6.35,4,9.45,1.21,4,3.15,0.29,4,3.75,1.21,4,1.1,0.23
アメリカンドッグ・ワッフルドッグ,Q,アメリカンドッグ・ワッフルドッグ,,,,0,5,4,1,0,0,0,5,5,323.71,41.74,5,7.58,1.0,5,16.84,4.67,5,35.52,0.74,5,0.62,0.38
アーモンド小魚,Q,アーモンド小魚,,,,0,4,0,3,1,0,0,4,3,533.0,38.3,3,34.48,3.64,3,35.93,6.57,3,20.72,4.82,3,1.39,0.35
エスニック系辛味ソース,Q,エスニック系辛味ソース,,,,0,6,0,0,6,0,0,6,6,181.08,46.03,6,1.24,1.82,6,1.94,4.59,6,40.0,6.84,6,2.72,1.88
エスニック調味ペースト,Q,エスニック調味ペースト,,,,0,5,0,0,5,0,0,5,4,203.5,76.79,4,3.48,2.62,4,9.62,5.96,4,25.75,8.57,4,11.22,2.8
エッグタルト,Q,エッグタルト,,,,0,2,0,0,2,0,0,2,2,328.5,4.95,2,4.85,0.92,2,15.85,2.19,2,42.1,7.07,2,0.55,0.21
オーツミルク,Q,オーツミルク,,,,0,2,0,2,0,0,0,2,0,,,0,,,0,,,0,,,0,,
カット野菜ミックス,Q,カット野菜ミックス,,,,0,107,26,75,6,0,0,107,101,34.9,39.19,101,1.73,1.45,101,0.29,0.55,101,7.21,8.18,101,0.5,3.55
カレー・シチュー用下ゆで野菜,Q,カレー・シチュー用下ゆで野菜,,,,0,7,0,6,1,0,0,7,6,39.81,4.76,6,0.98,0.1,6,0.06,0.05,6,9.7,1.04,6,0.12,0.22
クリーム大福,Q,クリーム大福,,,,0,2,0,0,2,0,0,2,2,229.5,23.33,2,1.7,0.0,2,5.45,4.88,2,43.35,4.6,2,0.25,0.21
クルトン,Q,クルトン,,,,0,4,0,3,1,0,0,4,4,429.0,29.05,4,13.0,0.82,4,11.98,4.81,4,69.97,5.05,4,1.75,0.5
クレープ生地,Q,クレープ生地,,,,0,2,0,0,2,0,0,2,0,,,0,,,0,,,0,,,0,,
グラノーラ,Q,グラノーラ,,,,0,12,3,3,6,0,0,12,8,421.12,27.37,8,8.28,0.8,8,12.11,4.74,8,73.43,4.99,6,0.47,0.36
ココナッツ菓子,Q,ココナッツ菓子,,,,0,6,0,0,6,0,0,6,3,449.0,3.61,3,1.63,0.06,3,12.73,0.5,3,82.0,0.72,3,0.7,0.0
サラダチキン,Q,サラダチキン,,,,0,15,3,8,4,0,0,15,15,117.75,29.61,15,20.84,3.0,13,2.78,2.94,15,2.79,4.42,13,1.44,0.27
サラダ惣菜,Q,サラダ惣菜,,,,0,38,8,19,11,0,0,38,38,158.4,33.21,38,3.27,2.65,38,9.91,4.58,38,15.0,3.86,38,1.23,0.38
シチュールウ,Q,シチュールウ,,,,0,5,3,2,0,0,0,5,4,472.14,53.97,4,6.78,0.74,4,24.75,9.36,4,55.61,8.25,4,10.28,1.21
ショコラケーキ,Q,ショコラケーキ,,,,0,4,2,0,2,0,0,4,4,332.5,57.0,4,6.1,1.29,4,19.7,7.42,4,31.65,5.16,4,0.28,0.15
シリアルバー,Q,シリアルバー,,,,0,4,0,0,4,0,0,4,0,,,0,,,0,,,0,,,0,,
シロップ,Q,シロップ,,,,0,7,0,4,3,0,0,7,7,200.83,137.49,7,0.44,1.0,7,0.04,0.05,7,64.32,29.37,7,0.02,0.04
シーズニングパウダー,Q,シーズニングパウダー,,,,0,2,0,0,2,0,0,2,2,209.0,9.9,2,5.35,0.92,2,1.3,0.28,2,43.95,2.76,2,46.95,2.05
シーフードミックス,Q,シーフードミックス,,,,0,9,6,3,0,0,0,9,9,52.22,13.96,9,11.07,1.62,9,0.49,0.27,9,0.91,2.19,9,1.13,0.47
ジャム（八訂に該当果実なし）,Q,ジャム（八訂に該当果実なし）,,,,0,2,0,0,2,0,0,2,2,186.5,9.19,2,0.5,0.0,2,0.5,0.0,2,44.65,0.49,2,0.04,0.01
スパイスブレンドソルト,Q,スパイスブレンドソルト,,,,0,2,0,2,0,0,0,2,2,200.0,0.0,2,5.71,0.0,2,5.71,0.0,2,34.29,0.0,2,54.29,0.0
スプレッド類,Q,スプレッド類,,,,0,13,7,4,2,0,0,13,13,445.69,214.76,13,2.5,2.77,13,28.99,26.81,13,43.45,19.16,13,0.66,1.91
スープ（即席・レトルト）,Q,スープ（即席・レトルト）,,,,0,85,33,38,14,0,0,85,83,261.79,133.4,83,11.57,9.3,83,8.44,6.33,83,35.63,25.83,83,12.66,9.65
セット・詰め合わせ,Q,セット・詰め合わせ,,,,1,53,53,0,0,0,0,53,49,138.76,60.41,49,7.01,3.35,49,4.13,3.61,49,18.65,15.63,49,1.32,0.85
ゼリー飲料,Q,ゼリー飲料,,,,0,45,4,33,8,0,0,45,42,71.61,28.51,42,0.46,1.78,42,0.04,0.13,42,17.51,7.45,42,0.19,0.17
チキンカツ,Q,チキンカツ,,,,0,4,0,0,4,0,0,4,4,170.25,15.35,4,14.95,0.31,4,6.6,2.45,4,11.88,2.25,4,0.6,0.14
チャーハン,Q,チャーハン,,,,0,14,7,4,3,0,0,14,12,218.57,53.91,12,4.84,1.68,12,4.77,2.22,12,39.35,15.85,12,6.33,9.48
チュロス,Q,チュロス,,,,0,3,0,0,3,0,0,3,3,275.67,92.38,3,5.0,1.04,3,10.5,7.62,3,40.3,4.68,3,1.33,0.81
チーズ入り揚げ物スティック,Q,チーズ入り揚げ物スティック,,,,0,3,0,0,3,0,0,3,2,194.0,1.41,2,5.7,4.67,2,8.45,0.49,2,22.9,6.93,2,1.1,0.42
チーズ鱈・チーズサンドおつまみ,Q,チーズ鱈・チーズサンドおつまみ,,,,0,7,0,7,0,0,0,7,7,336.29,11.64,7,19.79,2.56,7,24.03,1.3,7,10.59,6.48,7,3.27,0.35
デーツバー,Q,デーツバー,,,,0,2,0,0,2,0,0,2,1,312.5,,1,5.5,,1,2.75,,1,70.75,,1,0.01,
トッポッキ,Q,トッポッキ,,,,0,2,0,0,2,0,0,2,2,213.0,15.56,2,3.8,0.0,2,1.85,0.64,2,45.5,5.66,2,1.2,0.42
トルティーヤ・ピタパン,Q,トルティーヤ・ピタパン,,,,0,8,0,4,4,0,0,8,4,316.73,23.29,4,9.58,1.17,4,8.75,3.2,4,50.96,2.29,4,1.43,0.4
ドライフルーツ（その他・ミックス）,Q,ドライフルーツ（その他・ミックス）,,,,1,34,12,18,4,0,0,34,33,362.83,89.31,33,4.56,5.22,33,7.58,12.19,33,71.7,14.66,31,0.18,0.23
ドリア,Q,ドリア,,,,0,8,5,3,0,0,0,8,8,141.91,26.36,8,3.83,1.43,8,4.92,0.61,8,20.78,5.33,8,0.98,0.09
ドリアソース,Q,ドリアソース,,,,0,10,7,0,3,0,0,10,10,93.79,21.09,10,2.61,1.15,10,5.19,2.34,10,9.08,0.83,10,1.27,0.29
ノンアルコールカクテルテイスト飲料,Q,ノンアルコールカクテルテイスト飲料,,,,0,5,0,4,1,0,0,5,5,10.91,15.15,5,0.04,0.09,5,0.0,0.0,5,2.62,3.51,5,0.08,0.04
ハヤシ,Q,ハヤシ,,,,0,4,2,1,1,0,0,4,4,95.83,28.26,4,2.93,0.97,4,5.03,2.23,4,10.04,1.4,4,1.52,0.29
ハーブソルト,Q,ハーブソルト,,,,0,3,0,0,3,0,0,3,3,216.67,76.38,3,6.67,2.89,3,5.5,4.27,3,41.67,12.58,3,50.0,18.03
バジルシードドリンク,Q,バジルシードドリンク,,,,0,2,0,0,2,0,0,2,2,24.0,0.0,2,0.0,0.0,2,0.0,0.0,2,6.0,0.0,2,0.02,0.0
パウンドケーキ,Q,パウンドケーキ,,,,0,2,0,0,2,0,0,2,2,386.0,16.97,2,5.35,1.06,2,21.75,1.77,2,43.1,0.57,2,0.5,0.0
パスタサラダ,Q,パスタサラダ,,,,0,2,0,0,2,0,0,2,2,124.0,43.84,2,3.45,0.35,2,4.45,3.89,2,17.85,2.62,2,1.15,0.07
パスタソース,Q,パスタソース,,,,0,48,17,18,13,0,0,48,48,205.77,193.11,48,4.14,3.61,48,15.29,18.73,48,13.3,12.82,48,3.61,4.18
パリパリサラダ用中華めん,Q,パリパリサラダ用中華めん,,,,0,2,0,2,0,0,0,2,2,522.49,2.4,2,9.29,0.03,2,31.57,0.11,2,51.25,0.23,2,5.1,0.36
ビビンバ,Q,ビビンバ,,,,0,5,3,0,2,0,0,5,5,110.83,38.8,5,3.64,0.34,5,3.44,0.6,5,16.31,10.93,5,1.61,0.73
ビビン麺,Q,ビビン麺,,,,0,2,0,0,2,0,0,2,2,243.86,7.02,2,6.74,0.95,2,1.25,0.19,2,51.78,0.71,2,1.58,0.99
ピザ,Q,ピザ,,,,0,22,13,7,2,0,0,22,22,254.77,33.56,22,10.69,1.4,22,9.21,3.49,22,32.67,2.93,22,1.37,0.24
ファッジ,Q,ファッジ,,,,0,2,0,0,2,0,0,2,2,388.0,9.9,2,4.3,0.71,2,6.1,2.69,2,79.0,4.24,2,0.7,0.71
フィッシュフライ&ポテトスナック,Q,フィッシュフライ&ポテトスナック,,,,0,4,0,2,2,0,0,4,4,362.39,213.97,4,5.04,2.71,4,21.43,15.7,4,38.42,17.08,4,1.36,0.88
フローズンヨーグルト,Q,フローズンヨーグルト,,,,0,3,2,1,0,0,0,3,0,,,0,,,0,,,0,,,0,,
プロテインバー,Q,プロテインバー,,,,0,2,0,2,0,0,0,2,2,483.33,0.0,2,41.67,0.0,2,23.33,0.0,2,29.0,0.0,2,1.17,0.0
ベビーフード,Q,ベビーフード,,,,0,14,9,5,0,0,0,14,14,54.65,43.88,14,3.55,3.38,14,1.41,2.31,14,7.12,4.56,14,0.22,0.22
ホットク,Q,ホットク,,,,0,4,0,0,4,0,0,4,0,,,0,,,0,,,0,,,0,,
ミックスジュース,Q,ミックスジュース,,,,0,40,32,7,1,0,0,40,39,42.74,11.55,39,0.32,0.38,39,0.04,0.09,39,10.5,2.76,32,0.04,0.04
ミックスナッツ,Q,ミックスナッツ,,,,0,49,20,28,1,0,0,49,48,638.0,41.86,48,19.88,4.34,48,54.08,8.31,48,20.98,5.35,46,0.26,0.45
ミックスビーンズ,Q,ミックスビーンズ,,,,0,9,6,2,1,0,0,9,9,150.4,16.99,9,10.29,2.56,9,2.16,1.18,9,26.49,3.17,9,0.49,0.28
ミルクボール菓子,Q,ミルクボール菓子,,,,0,2,0,0,2,0,0,2,2,546.88,0.0,2,18.12,0.45,2,33.44,0.45,2,43.9,1.11,2,0.62,0.0
モンブラン,Q,モンブラン,,,,0,2,1,0,1,0,0,2,2,266.34,0.47,2,3.96,1.22,2,13.16,4.72,2,32.94,9.52,2,0.09,0.01
ライスバーガー,Q,ライスバーガー,,,,0,6,6,0,0,0,0,6,6,188.54,2.97,6,4.61,0.36,6,4.56,0.15,6,32.24,0.96,6,0.96,0.25
レギュラーコーヒー（粉）,Q,レギュラーコーヒー（粉）,,,,0,62,30,32,0,0,0,62,32,337.32,12.03,32,2.98,1.45,32,0.0,0.0,32,8.65,1.92,32,0.08,0.11
ワンプレート食事,Q,ワンプレート食事,,,,1,20,18,2,0,0,0,20,20,141.7,19.28,20,5.12,3.35,20,4.8,2.46,20,19.6,6.15,20,0.96,0.39
中国黒酢,Q,中国黒酢,,,,0,2,0,0,2,0,0,2,2,54.5,16.26,2,4.6,0.71,2,0.0,0.0,2,3.85,3.32,2,1.25,0.35
中華合わせ調味料,Q,中華合わせ調味料,,,,0,28,9,12,7,0,0,28,27,194.84,164.01,27,5.01,3.5,27,10.97,17.67,27,21.98,11.14,27,5.2,2.57
中華惣菜（えびチリ等）,Q,中華惣菜（えびチリ等）,,,,0,17,5,5,7,0,0,17,11,179.97,62.91,11,7.14,3.32,11,9.88,4.9,11,15.57,13.21,11,2.14,1.66
中華揚げ菓子（沙琪瑪）,Q,中華揚げ菓子（沙琪瑪）,,,,0,2,0,0,2,0,0,2,2,479.0,36.77,2,5.95,0.64,2,23.7,6.93,2,60.45,6.86,2,0.4,0.14
中華蒸しパン（具なし）,Q,中華蒸しパン（具なし）,,,,0,2,0,0,2,0,0,2,0,,,0,,,0,,,0,,,0,,
中華薬味ソース,Q,中華薬味ソース,,,,0,3,0,0,3,0,0,3,3,432.33,116.86,3,1.77,1.1,3,43.87,14.36,3,7.63,2.42,3,3.9,0.62
乾燥野菜,Q,乾燥野菜,,,,0,22,8,10,4,0,0,22,22,313.26,50.92,22,13.67,8.93,22,1.57,1.55,22,74.63,12.19,22,0.26,0.49
低糖質スティックパン,Q,低糖質スティックパン,,,,0,2,0,2,0,0,0,2,2,296.67,14.14,2,5.5,0.24,2,10.66,0.94,2,55.83,2.12,2,1.16,0.23
冷凍アヒージョ,Q,冷凍アヒージョ,,,,0,3,0,3,0,0,0,3,3,86.33,31.75,3,5.17,0.12,3,4.2,3.98,3,7.67,1.1,3,1.23,0.23
冷凍パプリカ,Q,冷凍パプリカ,,,,0,3,0,2,1,0,0,3,2,25.5,0.71,2,0.9,0.0,2,0.25,0.07,2,6.05,0.35,2,0.01,0.01
冷凍フルーツ（カット・ミックス）,Q,冷凍フルーツ（カット・ミックス）,,,,0,5,0,0,5,0,0,5,5,56.2,18.13,5,0.94,0.38,5,1.1,1.96,5,11.42,3.18,5,0.0,0.01
冷凍ボイルムール貝,Q,冷凍ボイルムール貝,,,,0,8,0,7,1,0,0,8,6,85.33,29.11,6,7.28,1.79,6,4.47,3.06,6,4.17,2.16,6,1.22,0.22
冷凍骨取り赤魚切身,Q,冷凍骨取り赤魚切身,,,,0,4,0,2,2,0,0,4,4,103.5,14.18,4,17.0,0.36,4,3.6,1.89,4,0.35,0.29,4,0.42,0.21
即席フォー,Q,即席フォー,,,,0,2,0,0,2,0,0,2,2,332.5,1.17,2,6.08,0.12,2,4.58,0.12,2,71.58,0.35,2,7.0,0.24
味付けがゆ（具入り）,Q,味付けがゆ（具入り）,,,,0,2,0,0,2,0,0,2,2,42.33,4.24,2,0.96,0.33,2,0.34,0.33,2,8.45,0.07,2,0.45,0.17
味付けごはん類,Q,味付けごはん類,,,,0,25,16,9,0,0,0,25,25,155.23,10.13,25,4.36,0.89,25,3.44,1.46,25,26.88,5.21,25,1.07,0.16
味付け肉,Q,味付け肉,,,,0,21,13,8,0,0,0,21,21,228.79,32.56,21,14.15,2.1,21,15.34,4.73,21,8.51,4.46,21,1.83,0.73
味付け豚肉（調理用）,Q,味付け豚肉（調理用）,,,,0,2,0,0,2,0,0,2,2,183.5,16.26,2,10.8,0.71,2,9.95,0.21,2,11.35,1.77,2,2.1,0.71
和惣菜（その他）,Q,和惣菜（その他）,,,,1,32,4,1,27,0,0,32,30,157.68,76.15,30,6.29,4.79,30,5.44,5.63,30,20.96,13.82,30,1.3,1.06
天ぷら・かき揚げ,Q,天ぷら・かき揚げ,,,,0,15,8,1,6,0,0,15,13,249.45,133.95,13,6.54,3.3,13,14.46,12.91,13,23.27,5.96,13,1.05,0.47
希釈用飲料（酢・しょうが）,Q,希釈用飲料（酢・しょうが）,,,,0,3,0,0,3,0,0,3,3,145.67,104.84,3,0.13,0.06,3,0.07,0.06,3,37.6,28.33,3,0.02,0.02
干物（その他）,Q,干物（その他）,,,,1,4,4,0,0,0,0,4,4,113.0,6.0,4,17.58,0.45,4,4.55,0.5,4,0.4,0.8,4,1.6,0.2
揚げ出し豆腐,Q,揚げ出し豆腐,,,,0,4,3,0,1,0,0,4,4,116.72,14.02,4,5.53,0.28,4,6.56,2.81,4,9.13,3.67,4,0.23,0.29
料理の素（混ぜご飯・炒め物）,Q,料理の素（混ぜご飯・炒め物）,,,,0,2,0,0,2,0,0,2,2,299.18,173.69,2,7.43,5.48,2,15.24,19.88,2,33.96,6.74,2,6.12,2.37
昆布巻,Q,昆布巻,,,,0,7,6,1,0,0,0,7,7,173.67,20.36,7,5.73,3.0,7,2.45,1.98,7,32.94,10.09,7,2.21,0.81
春巻,Q,春巻,,,,0,9,3,0,6,0,0,9,9,190.46,62.0,9,7.69,3.71,9,6.7,5.14,9,24.81,5.95,9,1.19,0.36
有機フルーツスプレッド,Q,有機フルーツスプレッド,,,,0,2,0,2,0,0,0,2,2,172.5,3.54,2,0.5,0.0,2,0.25,0.35,2,43.25,0.35,2,0.04,0.0
有機葉物野菜,Q,有機葉物野菜,,,,0,4,0,4,0,0,0,4,0,,,0,,,0,,,0,,,0,,
果実ミックス,Q,果実ミックス,,,,0,18,14,3,1,0,0,18,18,66.96,12.63,18,0.57,0.27,18,0.11,0.18,18,16.11,3.19,18,0.01,0.02
栗きんとん,Q,栗きんとん,,,,0,6,6,0,0,0,0,6,6,250.83,4.96,6,0.9,0.31,6,0.35,0.08,6,61.0,1.53,4,0.06,0.03
水,Q,水,,,,0,134,32,102,0,0,0,134,114,0.0,0.0,114,0.0,0.0,114,0.0,0.0,114,0.0,0.01,106,0.0,0.01
水煮野菜ミックス,Q,水煮野菜ミックス,,,,0,19,3,12,4,0,0,19,19,29.2,12.28,19,0.95,0.47,19,0.14,0.09,19,7.18,2.81,19,0.13,0.28
海外揚げ菓子（ヤッカ）,Q,海外揚げ菓子（ヤッカ）,,,,0,3,0,0,3,0,0,3,3,484.29,14.91,3,4.0,0.14,3,23.53,2.14,3,64.14,1.0,3,0.34,0.08
海藻ミックス,Q,海藻ミックス,,,,0,5,2,1,2,0,0,5,5,130.46,20.73,5,10.55,5.39,5,3.25,1.44,5,42.09,17.62,5,11.75,5.54
漬け魚（加熱調理用）,Q,漬け魚（加熱調理用）,,,,0,10,9,1,0,0,0,10,10,224.14,56.16,10,14.93,3.49,10,14.51,6.31,10,8.41,3.72,10,1.57,0.41
炊き込みごはんの素,Q,炊き込みごはんの素,,,,0,28,23,2,3,0,0,28,26,121.79,68.15,26,6.57,5.36,26,3.03,3.11,26,17.02,12.22,26,7.59,10.1
焼鳥（加熱済み）,Q,焼鳥（加熱済み）,,,,0,6,0,0,6,0,0,6,6,167.67,57.16,6,13.35,2.58,6,10.6,5.57,6,3.48,2.27,6,0.88,0.73
煮豆,Q,煮豆,,,,0,50,40,7,3,0,0,50,50,191.29,39.77,50,9.35,2.62,50,4.04,2.79,50,32.11,10.51,50,0.65,0.31
煮魚惣菜,Q,煮魚惣菜,,,,0,30,23,5,2,0,0,30,30,174.97,59.3,30,12.83,4.95,30,8.18,5.83,30,12.39,7.71,30,1.44,0.55
珍味,Q,珍味,,,,0,47,18,29,0,0,0,47,46,352.02,147.15,46,24.63,17.98,45,13.92,13.3,46,33.19,19.13,46,3.87,1.76
畜産物燻製おつまみ,Q,畜産物燻製おつまみ,,,,0,5,0,3,2,0,0,5,5,192.93,60.76,5,20.83,4.94,5,11.29,8.24,5,1.94,1.61,5,2.26,0.62
白だし,Q,白だし,,,,0,7,5,1,1,0,0,7,1,36.0,,1,1.6,,1,0.0,,1,7.5,,1,6.8,
白身魚のパン粉焼,Q,白身魚のパン粉焼,,,,0,5,0,5,0,0,0,5,5,86.8,1.48,5,13.04,0.05,5,1.08,0.16,5,6.36,0.13,5,1.84,0.21
粉末ミルク飲料,Q,粉末ミルク飲料,,,,0,5,0,2,3,0,0,5,2,422.5,38.89,2,2.45,1.48,2,8.25,8.13,2,85.5,6.36,2,0.75,0.35
粉末飲料,Q,粉末飲料,,,,0,11,10,1,0,0,0,11,11,401.64,16.59,11,0.37,1.07,11,1.3,4.31,11,96.88,6.6,11,0.07,0.21
粉物惣菜,Q,粉物惣菜,,,,0,38,22,2,14,0,0,38,35,145.85,48.03,35,4.69,1.64,35,4.97,2.4,35,20.72,10.37,34,1.17,0.52
紅茶飲料,Q,紅茶飲料,,,,0,4,0,3,1,0,0,4,4,28.25,19.26,4,0.14,0.17,4,0.72,1.06,4,5.28,2.55,4,0.04,0.02
肉巻き・肉詰め,Q,肉巻き・肉詰め,,,,0,14,9,2,3,0,0,14,14,139.43,70.2,14,8.3,4.69,14,8.86,7.11,14,6.76,5.82,14,0.63,0.36
肉惣菜（その他）,Q,肉惣菜（その他）,,,,1,27,7,8,12,0,0,27,27,190.49,77.78,27,12.17,4.65,27,10.48,7.28,27,11.46,8.66,27,1.81,1.38
芋チップス,Q,芋チップス,,,,0,3,0,2,1,0,0,3,3,455.33,15.01,3,3.0,2.42,3,19.57,1.33,3,70.67,6.12,3,1.46,2.46
茶わんむし,Q,茶わんむし,,,,0,20,10,10,0,0,0,20,17,38.71,6.52,17,3.11,0.49,17,2.04,0.27,17,2.03,0.8,17,0.98,0.07
菓子パン・そうざいパン,Q,菓子パン・そうざいパン,,,,0,17,0,17,0,0,0,17,17,329.48,63.42,17,8.02,1.57,17,14.69,7.53,17,42.96,7.89,17,1.44,0.59
